name,date,total_number,daily_number,number_from_unit,Square,Context,Unit,raw_material,mass,flake_type,completeness,percussion_length,max_dimension,platform_width,width_at_0.25_length,width_at_0.50_length,width_at_0.75_length,platform_thickness,thickness_at_0.25_length,thickness_at_0.50_length,thickness_at_0.75_length,thickness_at_0.25_width,thickness_at_0.75_width,platform_type,dorsal_cortex_perc,dorsal_cortex_dist,cortex_texture,heat_treatment,initiation,termination,platform_preparation,dorsal_scar_surface_count,dorsal_scar_initiation_count,dorsal_scar_directions,comment
...1142,42493,1141,155,76,B1,2,11,bq,3,p,lr,31.15,28.06,17.29,19.01,17.17,14.8,6.53,4.6,3.01,1.53,4.27,4.13,co,0,n,n,n,h,f,n,2,0,p1,NA
...1143,42493,1142,156,77,B1,2,11,bq,3,p,ll,18.87,29.97,11.79,12.92,14.45,16.82,7.31,7.14,4.46,3.14,4.87,3.8299999999999996,co,0,n,n,n,h,f,n,2,0,p1,NA
...1144,42493,1143,157,78,B1,2,11,bq,0.5,p,co,17.15,27.9,17.85,21.05,16.52,9.18,5.1,4.06,2.23,1,1.59,2.02,co,0,n,n,n,h,f,n,2,0,p1,NA
...1145,42493,1144,158,79,B1,2,11,bq,0.4,p,co,13.51,21.1,19.22,18.97,19.03,18.82,6.5,4.63,3.63,2.67,2.56,3.27,co,0,n,n,n,h,f,n,1,0,p1,NA
...1146,42493,1145,159,80,B1,2,11,bq,3,p,lr,21.19,26.32,14.05,12.62,11.28,11.62,11.15,10.19,8.68,6.83,9.350000000000001,1.6500000000000001,co,0,n,n,n,h,f,n,2,0,p1,NA
...1147,42493,1146,160,81,B1,2,11,bq,4,p,co,29.12,37.32,9.61,8.71,9.45,10.55,7.75,4.16,3.11,1.45,2.54,3.9299999999999997,co,0,n,n,n,h,f,n,3,0,p1,NA
...1148,42493,1147,161,82,B1,2,11,bq,1,p,co,3.61,25.24,10.1,11.8,11.94,12.3,1.6,3.59,4.23,3.99,2.86,2.82,co,0,n,n,n,h,f,n,2,0,p1,NA
...1149,42493,1148,162,83,B1,2,11,bq,1,p,co,12.07,25.08,15.98,20.52,20.13,19.07,3.8,3.96,2.69,1.71,3.09,1.82,co,0,n,n,n,h,f,n,2,0,p1,NA
...1150,42493,1149,163,84,B1,2,11,bq,1,p,ll,11.98,20.46,14.07,13.64,10.68,13.4,5.24,4.77,4.02,5.03,2.77,4.56,co,0,n,n,n,h,f,n,2,0,p1,NA
...1151,42493,1150,164,85,B1,2,11,bq,1,p,co,10.31,25.57,14.85,22.07,22.42,19.2,3.4,4.82,4.86,2.65,3.52,2.61,co,0,n,n,n,h,f,n,3,0,p1,NA
...1152,42493,1151,165,86,B1,2,11,bq,2,p,co,25.74,26.13,3.32,15.75,15.21,14.49,2.55,6.49,7.03,6.2,3.11,4.27,co,0,n,n,n,h,f,n,2,0,p1,NA
...1153,42493,1152,166,87,B1,2,11,bq,1,p,co,1,9.44,20.81,8.89,17.3,18.3,4.84,5.84,4.44,2.56,2.14,2.96,co,0,n,n,n,h,f,n,3,0,p1,NA
...1154,42493,1153,167,88,B1,2,11,bq,0.8,p,co,14.37,25.93,13.8,7.25,13.42,20.87,23.98,1.33,2.09,3.41,3.04,2.29,co,0,n,n,n,h,f,n,1,0,p1,NA
...1155,42493,1154,168,89,B1,2,11,bq,0.3,p,lr,11.22,16.64,13.09,13.7,13.93,13.27,2.55,4.35,3.38,2.63,2.21,4.159999999999999,co,0,n,n,n,h,f,n,3,0,p1,NA
...1156,42493,1155,169,90,B1,2,11,bq,0.6,p,ll,13.82,15.11,8.75,1.85,11.82,12.1,2.74,3.19,2.3,1.58,1.6900000000000002,2.3499999999999996,co,0,n,n,n,h,f,n,2,0,p1,NA
...1157,42493,1156,170,91,B1,2,11,bq,1.1,p,ll,19.51,19.38,4.31,6.33,13.2,11.63,2.64,4.17,5.17,3.35,1.92,4.41,co,0,n,n,n,h,f,n,1,0,p1,NA
...1158,42493,1157,171,92,B1,2,11,bq,0.9,p,co,12.74,13.86,5.75,8.74,10.42,11.55,2.2,3.16,2.69,2.67,2.01,2.8899999999999997,co,0,n,n,n,h,f,n,1,0,p1,NA
...1159,42493,1158,172,93,B1,2,11,bq,0.4,p,co,7.2,13.6,10.99,11.75,12.92,11.93,2.75,2.49,1.83,0.95,1.54,1.6600000000000001,co,0,n,n,n,h,f,n,1,0,p1,NA
