name,date,total_number,daily_number,number_from_unit,Square,Context,Unit,raw_material,mass,flake_type,completeness,percussion_length,max_dimension,platform_width,width_at_0.25_length,width_at_0.50_length,width_at_0.75_length,platform_thickness,thickness_at_0.25_length,thickness_at_0.50_length,thickness_at_0.75_length,thickness_at_0.25_width,thickness_at_0.75_width,platform_type,dorsal_cortex_perc,dorsal_cortex_dist,cortex_texture,heat_treatment,initiation,termination,platform_preparation,dorsal_scar_surface_count,dorsal_scar_initiation_count,dorsal_scar_directions,comment
...753,42490,752,156,156,B1,2,7,rq,110.9,rd,co,67.5,73.64,42.51,67.64,67.38,37.36,13.76,16.7,15.68,12.96,18.36,12.78,co,20,cr,s,n,h,f,n,6,2,d2,remant of core plaform on one distal margin
...754,42490,753,157,157,B1,2,7,rq,12.4,p,ll,35.29,40.85,19.85,21.21,32.63,27.76,20.94,8.12,11.24,4.3,1.6900000000000002,NA,co,0,n,n,n,h,f,o,3,0,p2,NA
...755,42490,754,158,158,B1,2,7,rq,3,p,ll,15.44,25.28,23.46,20.01,19.82,17.66,8.42,7.17,4.53,2.29,2.96,NA,co,0,n,n,n,h,f,n,3,0,p2,NA
...756,42490,755,159,159,B1,2,7,rq,5.2,p,lr,23.72,29.59,28.27,25.3,23.02,19.94,9.73,8.23,6.1,3.16,NA,2.21,co,0,n,n,n,h,f,n,1,0,n,NA
...757,42490,756,160,160,B1,2,7,rq,1.7,p,co,17.76,22.93,6.08,4.16,2.88,1.91,5.58,3.35,2.4,2.23,2.6,2.3299999999999996,co,0,n,n,n,h,f,n,2,1,p1,NA
...758,42490,757,161,161,B1,2,7,rq,1.3,p,ll,14.7,18.3,12.01,14.44,16.13,12.45,6.64,4.91,3.48,1.57,1.24,NA,co,0,n,n,n,h,f,n,2,0,n,NA
...759,42490,758,162,162,B1,2,7,rq,3,p,lr,27.5,29.57,12.67,16.1,19.28,13.48,4.63,5.26,5.33,3.79,NA,2.24,co,0,n,n,n,h,f,n,1,0,n,NA
...760,42490,759,163,163,B1,2,7,rq,6.7,p,co,35.42,36.76,6.45,18.39,20.89,21.3,2.81,6.07,6.26,7.06,3.7600000000000002,6.1499999999999995,co,20,di,s,n,h,f,n,4,1,p1,NA
...761,42490,760,164,164,B1,2,7,rq,4,p,co,19.62,26.16,19.92,21.33,22.03,18.82,8.34,7.28,7.16,5.86,3.25,5.7700000000000005,co,0,n,n,n,h,f,n,3,0,p2,NA
...762,42490,761,165,165,B1,2,7,rq,6.4,p,ll,39.95,40,15.49,15.91,17.14,10.66,8.67,7.38,6.91,4.09,4.4,NA,co,0,n,n,n,h,f,n,1,0,p1,NA
...763,42490,762,166,166,B1,2,7,rq,3.9,p,co,20.28,28.91,18.63,25.72,20.95,17.48,3.89,5.85,5.18,2.48,2.42,4.8,co,0,n,n,n,h,f,n,2,2,p2,NA
...764,42490,763,167,167,B1,2,7,rq,2.6,p,ll,23.48,36.15,17.77,22.55,14.99,11.6,5.18,3.76,3.51,2.36,1.31,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...765,42490,764,168,168,B1,2,7,rq,13.6,p,co,31.48,42,32.02,34.92,30.22,23.44,7.59,11.12,10.78,7.86,4.39,4.4,co,20,di,n,n,h,f,n,4,2,p2,NA
...766,42490,765,169,169,B1,2,7,rq,25,p,co,26.39,68.67,66.33,45.18,36.13,26.16,16.89,13.15,11.78,5.26,3.7,4.81,co,0,n,n,n,h,f,n,2,0,p1,NA
...767,42490,766,170,170,B1,2,7,rq,1.3,p,co,24.78,27.07,12.25,13.17,10.68,11.04,1.73,2.13,3.19,2.36,1.6500000000000001,1.99,co,0,n,n,n,h,f,n,1,0,n,NA
...768,42491,767,1,171,B1,2,7,rq,2.3,p,lr,23.93,27.43,19.01,17.41,12.88,6.56,5.1,4.96,4.36,2.59,NA,2.3299999999999996,co,0,n,n,n,h,f,n,2,0,n,NA
...769,42491,768,2,172,B1,2,7,rq,3.3,p,co,16.58,31.53,17.05,23.33,27.82,31.32,7.13,6.49,5.59,3.51,3.63,1.75,co,0,n,n,n,h,f,n,1,0,n,NA
...770,42491,769,3,173,B1,2,7,rq,9.5,p,co,22.28,38.58,22.62,22.62,21.29,19.84,18.81,14.91,12.22,5.93,9.9,7.94,co,0,n,n,n,h,f,n,2,0,n,NA
...771,42491,770,4,174,B1,2,7,rq,0.9,p,lr,16.87,17.81,9.26,9.35,9.32,6.41,1.62,2.89,4.31,4.84,NA,3.17,co,0,n,n,n,h,f,n,1,0,n,NA
...772,42491,771,5,175,B1,2,7,rq,2.6,p,co,19.52,24.65,17.89,20.81,20.84,13.36,4.21,5.96,4.82,2.93,1.51,3.5,co,0,n,n,n,h,f,n,2,0,n,NA
...773,42491,772,6,176,B1,2,7,rq,1.4,p,ll,18.94,20.87,12.74,12.31,12.19,12.52,5.57,4.96,4.58,2.48,2.11,4.39,co,20,di,s,n,h,f,n,1,0,n,NA
...774,42491,773,7,177,B1,2,7,rq,3.9,p,co,26.12,35.13,24.95,19.76,16.5,16.4,8.23,7.01,5.25,2,3.06,1.85,co,0,n,n,n,h,f,n,1,0,n,NA
...775,42491,774,8,178,B1,2,7,rq,4.2,p,t,17.56,27.29,21.02,23.55,27,21.53,2.54,3.03,2.69,2.27,1.75,1.77,co,0,n,n,n,h,f,n,1,1,p1,NA
...776,42491,775,9,179,B1,2,7,rq,1.8,p,ll,34.21,37.4,16.04,19.25,17.53,14.79,7.44,6.84,6.21,3.99,1.33,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...777,42491,776,10,180,B1,2,7,rq,6.6,p,tl,22.86,37.59,28.69,32.06,23.74,16.16,7.43,6.23,6.84,8.83,2.65,NA,co,0,n,n,n,h,f,n,1,0,p1,NA
...778,42491,777,11,181,B1,2,7,rq,15.4,p,co,23.54,42.51,27.6,31.93,40.52,30.43,12.73,10.88,10.59,6.61,9.34,5.49,co,60,cr,s,n,h,f,n,1,0,n,NA
...779,42491,778,12,182,B1,2,7,rq,8.200000000000001,p,co,24.28,42.23,25.41,34.23,38.67,26.63,4.62,5.86,7.15,3.73,3.18,3.42,co,0,n,n,n,h,f,o,3,1,p3,NA
...780,42491,779,13,183,B1,2,7,rq,10,p,co,27.69,38.91,27.46,31.26,30.16,40.39,6.93,7.3,7.51,6.88,3.4,2.9499999999999997,co,0,n,n,n,h,f,n,3,0,p2,NA
...781,42491,780,14,184,B1,2,7,rq,4.3,p,co,26.73,33.05,16,14.74,14.39,12.34,10.3,10.68,7.4,4.48,2.4,3.57,co,0,n,n,n,h,f,n,2,0,n,NA
...782,42491,781,15,185,B1,2,7,rq,4.4,p,co,30.28,32.65,17.13,23.66,22.58,19.53,5.98,5.04,3.31,2.14,2.54,3.73,co,30,cl,s,n,h,f,n,1,1,p1,NA
...783,42491,782,16,186,B1,2,7,rq,2.3,p,ll,23.04,27.7,10.05,11.18,14.94,16.46,5.62,6.26,4.77,2.71,2.54,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...784,42491,783,17,187,B1,2,7,rq,2.3,p,co,16.67,26.97,19.57,26.86,22.45,18.1,3.69,4.52,4.54,1.48,2.7800000000000002,1.8900000000000001,co,0,n,n,n,h,f,n,1,1,p1,NA
...785,42491,784,18,188,B1,2,7,rq,2.7,p,co,16.58,30.12,25.89,25.7,23.38,21.38,7.66,7.25,4.48,2.04,2.3,1.51,co,0,n,n,n,h,f,n,1,0,n,NA
...786,42491,785,19,1,B1,2,8,rq,32.5,p,ll,43.26,66.84,30.77,37.56,40.38,46.71,9.31,9.39,8.48,5.67,8.06,6.91,co,20,cr,s,n,h,f,o,2,1,p1,NA
...787,42491,786,20,2,B1,2,8,rq,11,p,co,28.52,47.99,31.83,39.51,47.68,28.37,10.69,9.06,6.72,5.26,2.65,3.4099999999999997,co,0,n,n,n,h,f,n,2,1,p1,NA
...788,42491,787,21,3,B1,2,8,rq,13.6,p,lr,40.8,43.7,15.41,20.3,21.83,14.56,7.98,10.22,11.91,11.38,NA,13.7,co,40,cl,s,n,h,f,n,1,1,p1,NA
...789,42491,788,22,4,B1,2,8,rq,5,p,t,17.21,36.25,26.23,28.12,32.25,20.61,8.04,7.73,5.11,3.34,2.4299999999999997,2.42,co,0,n,n,n,h,f,n,1,0,n,NA
...790,42491,789,23,5,B1,2,8,rq,5.7,p,lr,31.11,32.58,15.26,19.31,18.01,12.68,3.65,8.1,7.54,5.51,NA,2.07,co,0,n,n,n,h,f,n,2,2,p2,NA
...791,42491,790,24,6,B1,2,8,rq,36.7,p,t,27.12,61.55,44.6,52.3,58.35,59.93,10.57,13.36,15.8,10.75,15,5.619999999999999,co,10,cr,s,n,h,s,n,3,1,p1,NA
...792,42491,791,25,7,B1,2,8,rq,1.7,p,lr,21.84,24.1,12.2,13.03,13.22,10.28,3.75,5.78,4.72,2.69,NA,2.17,co,0,n,n,n,h,s,n,2,0,n,NA
...793,42491,792,26,8,B1,2,8,rq,22.5,p,co,42.08,51.72,16.97,25.59,37.78,38.77,4.79,8.95,15.79,6.67,7.83,4.91,co,30,di,s,n,h,f,n,6,1,p5,many deep step terminations on dorsal surface
...794,42491,793,27,9,B1,2,8,rq,4.6,p,co,27.97,31.75,18.75,26.13,23.38,19.14,5.53,4.73,5.02,4.64,2.12,3.8099999999999996,co,0,n,n,n,h,f,n,1,0,n,NA
...795,42491,794,28,10,B1,2,8,rq,21.1,p,ll,52.21,53.85,13.31,16.84,16.15,9.76,10.7,11.96,13.11,12.03,12.03,NA,co,50,cr,s,n,h,f,n,1,0,n,n
...796,42491,795,29,11,B1,2,8,rq,7.2,p,co,22.03,29.69,30.39,30.41,25.08,19.82,13.8,10.19,7.88,4.48,4.98,4.18,co,0,n,n,n,h,f,n,1,0,n,NA
...797,42491,796,30,12,B1,2,8,rq,25.9,p,co,39.49,51.9,31.87,41.06,46.33,42.36,8.77,9.25,10.4,5.35,5.81,8.59,co,30,cl,s,n,h,f,n,1,0,n,NA
...798,42491,797,31,13,B1,2,8,rq,4.1,p,lr,17.17,34.85,35.09,31.15,28.59,20.43,8.46,5.94,5.45,3.25,NA,1.83,co,0,n,n,n,h,f,n,1,0,n,NA
...799,42491,798,32,14,B1,2,8,rq,5.2,p,co,27.26,40.04,25.03,22.69,20.15,13.47,5.49,4.75,3.86,3.34,3.79,3.01,co,0,n,n,n,h,f,n,2,0,n,NA
...800,42491,799,33,15,B1,2,8,rq,7.6,p,ll,22.76,32.3,21.33,20.23,24.16,22.7,10.42,9.35,9,4,2.8699999999999997,NA,co,0,n,n,n,h,f,n,3,0,n,NA
...801,42491,800,34,16,B1,2,8,rq,1.3,p,co,22.57,24.92,13.59,15.6,14.87,14.9,2.97,2.78,1.81,2.15,1.53,1.58,co,0,n,n,n,h,f,n,1,0,n,NA
...802,42491,801,35,17,B1,2,8,rq,13.2,p,ll,38.27,40.51,26.95,18.24,14.67,6.43,13.15,13.06,11.71,4.88,6.84,NA,co,50,cl,s,n,h,f,n,1,0,n,NA
...803,42491,802,36,18,B1,2,8,rq,0.7,p,t,12.18,17.58,7.39,11.14,14.23,17.56,1.95,2.17,2.85,2.58,1.95,1.74,co,0,n,n,n,h,f,n,1,0,n,NA
...804,42491,803,37,19,B1,2,8,rq,3.8,p,ll,26.79,26.93,9.63,14.5,19.74,15.27,5.62,4.97,4.66,3.78,4.430000000000001,NA,co,20,cr,s,n,h,f,n,1,0,n,NA
...805,42491,804,38,20,B1,2,8,rq,0.8,p,co,17.69,19.01,7.52,10.75,12.8,11.86,2.88,2.48,2.5,1.54,1.42,1.82,co,0,n,n,n,h,f,n,2,0,n,NA
...806,42491,805,39,21,B1,2,8,rq,0.5,p,co,13.09,14.27,6.76,10.83,12.67,10.9,3.01,2.92,2.88,1.18,1.08,1.06,co,0,n,n,n,h,f,n,1,0,n,NA
...807,42491,806,40,22,B1,2,8,rq,0.5,p,co,12.93,17.33,14.47,14.4,12.4,10.07,4.26,2.91,1.84,1.37,1.08,1.4,co,0,n,n,n,h,f,n,1,0,n,NA
...808,42491,807,41,23,B1,2,8,rq,35.80000000000001,p,co,45.18,70.43,52.79,48.67,41.87,28.82,7.32,11.38,13.33,5.08,7.22,5.6499999999999995,co,0,n,n,n,h,f,o,5,1,p1,NA
...809,42491,808,42,24,B1,2,8,rq,75.2,p,co,60.02,73.9,26.94,41.16,51.2,46.3,12.49,9.72,13,6.79,10.44,7.08,co,60,cr,s,n,h,o,n,6,1,p3,NA
...810,42491,809,43,25,B1,2,8,rq,2.1,p,co,19.43,22.87,12.67,11.49,13.63,13.74,4.29,6.04,5.26,4.47,3.9699999999999998,3.2600000000000002,co,0,n,n,n,h,f,n,1,0,n,NA
...811,42491,810,44,26,B1,2,8,rq,2.7,p,co,19.54,26.13,16.61,17.64,15.97,12.35,5.91,7.02,6.02,4.12,1.96,2.21,co,0,n,n,n,h,f,n,2,0,n,NA
...812,42491,811,45,27,B1,2,8,rq,0.7,p,tr,13.26,15.97,12.38,2.34,2.79,2.08,3.1,3.47,2.95,2.68,NA,0.9400000000000001,co,0,n,n,n,h,f,n,1,0,n,NA
...813,42491,812,46,28,B1,2,8,rq,1.8,p,lr,23.79,25.64,12.06,12.53,13.68,14.81,3.76,3.4,2.58,2.66,NA,2.06,co,0,n,n,n,h,f,n,2,1,p2,NA
...814,42491,813,47,29,B1,2,8,rq,1.3,p,co,10.29,30.13,13.19,18.27,24.51,30.2,2.84,3.66,3.79,2.66,1.23,1.09,co,0,n,n,n,h,f,n,1,0,n,NA
...815,42491,814,48,30,B1,2,8,rq,1.5,p,ll,25.29,28.18,11.92,11.39,13.02,8.47,6.65,5.79,3.89,2.03,2.3199999999999994,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...816,42491,815,49,31,B1,2,8,rq,1.1,p,lr,13.18,16.99,17.34,15.78,11.01,10.35,7.03,5.2,3.95,3.54,NA,1.43,co,0,n,n,n,b,f,n,2,1,p1,NA
...817,42491,816,50,32,B1,2,8,rq,2.4,p,ll,26.99,31.03,10.28,11.46,12.55,11.12,6.5,5.73,4.18,2.57,2.7,NA,co,0,n,n,n,h,f,n,2,0,n,NA
...818,42491,817,51,33,B1,2,8,rq,1.2,p,co,13.86,21.04,16.65,20.96,16.39,12.15,3.55,3.92,4.15,2.28,2.58,1.23,co,0,n,n,n,h,f,n,1,1,p1,NA
...819,42491,818,52,34,B1,2,8,rq,3.8,p,ll,27.24,30.18,11.73,12.24,11.3,6.57,6.18,8.16,9.53,7.68,5.38,NA,co,0,n,n,n,h,f,n,1,1,p1,NA
...820,42491,819,53,35,B1,2,8,rq,0.5,p,ll,12.4,15.1,11.96,10.99,11.32,9.42,3.77,3.25,2.35,1.39,1.02,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...821,42491,820,54,36,B1,2,8,rq,0.9,p,co,13.55,17.76,15.72,15.32,13.57,9.14,4.47,3.91,2.67,1.02,2.51,2.9099999999999997,co,0,n,n,n,h,f,n,1,0,n,NA
...822,42491,821,55,37,B1,2,8,rq,12.7,p,lr,34.45,38.83,21.21,25.2,27.35,23.51,11.29,12.72,10.3,4.47,NA,3.59,co,60,cl,s,n,h,f,n,1,0,n,NA
...823,42491,822,56,38,B1,2,8,rq,14.8,p,co,38.67,49.53,38.14,38.35,33.5,20.11,12.03,9.32,8.87,4.81,3.02,5.109999999999999,co,10,di,s,n,h,f,o,4,2,p3,NA
...824,42491,823,57,39,B1,2,8,rq,1.1,p,co,15.23,17.95,10.98,13.31,13.81,13.58,4.02,4.2,4.6,2.79,1.87,1.74,co,0,n,n,n,h,f,n,1,0,n,NA
...825,42491,824,58,40,B1,2,8,rq,1.9,p,co,15.81,21.09,18.79,17.31,16.87,17.1,3.69,4.47,4.29,3.54,2.18,2.29,co,0,n,n,n,h,f,n,2,0,n,NA
...826,42491,825,59,41,B1,2,8,rq,2,p,co,11.83,31.08,31.11,27.2,23.25,19.14,5.66,5.61,3.65,2.1,2.05,1.1700000000000002,si,0,n,n,n,h,f,n,2,1,p1,NA
...827,42491,826,60,42,B1,2,8,rq,0.8,p,co,10.23,16.72,14.09,15.86,12.48,10.42,5.01,4.03,3.41,2.76,1.27,2.59,co,0,n,n,n,h,f,n,1,0,n,NA
...828,42491,827,61,43,B1,2,8,rq,5,p,co,18.15,30.38,15.38,21.11,24.53,29.07,7.85,7.37,4.99,2.44,6.2,2.38,co,0,n,n,n,h,f,n,1,1,p1,NA
...829,42491,828,62,44,B1,2,8,rq,3.1,p,ll,24.54,22.95,22.95,20.67,15.46,9.42,9.2,8.08,7.66,3.74,2.21,NA,co,0,n,n,n,h,f,n,1,1,p1,NA
...830,42491,829,63,45,B1,2,8,rq,3.2,p,ll,24.96,30.35,7.18,11.69,19.98,19.29,5.93,5.43,3.8,2,3.8899999999999997,NA,co,20,di,s,n,h,f,n,2,0,n,NA
...831,42491,830,64,46,B1,2,8,rq,0.7,p,lr,15.15,16.42,8.52,10.18,11.63,10.58,2.73,2.41,2.39,2.44,NA,2.27,co,0,n,n,n,h,f,n,2,0,n,NA
...832,42491,831,65,47,B1,2,8,rq,2.5,p,co,17.28,23.08,21.99,19.8,15.39,10.83,6.78,5.92,5.18,3.8,3.06,4.619999999999999,co,0,n,n,n,h,f,n,1,0,n,NA
...833,42491,832,66,48,B1,2,8,rq,2.3,p,co,17.46,23.43,23.43,19.2,18.65,14.94,7.07,5.9,4.88,2.41,2.14,1.55,co,0,n,n,n,h,f,n,3,0,n,NA
...834,42491,833,67,49,B1,2,8,rq,1.6,p,co,14.06,20.26,18.51,17.55,16.71,12.27,7.41,6.16,4.48,2.05,2.57,2.21,co,0,n,n,n,h,f,n,1,0,n,NA
...835,42491,834,68,50,B1,2,8,rq,0.6,p,lr,15.47,17.82,9.61,9.02,8.1,7.22,5.89,4.72,3.02,1.62,NA,2.16,co,0,n,n,n,h,f,n,1,0,n,NA
...836,42491,835,69,51,B1,2,8,rq,0.7,p,co,11.44,19.21,15.66,18.11,16.49,12.7,3.88,3.76,3.13,2.35,1.75,1.74,co,0,n,n,n,h,f,n,1,0,n,NA
...837,42491,836,70,52,B1,2,8,rq,0.9,p,ll,26.79,30.37,11.48,11.81,11.71,8.27,6.49,7.95,9.89,8,5.22,NA,co,0,n,n,n,h,f,n,1,1,p1,NA
...838,42491,837,71,53,B1,2,8,rq,32.9,p,co,34.21,45.64,29.92,36.86,39.92,38.62,8.6,10.31,14.76,12.93,3.9299999999999997,10.81,co,50,cldi,s,n,h,f,n,4,0,n,NA
...839,42491,838,72,54,B1,2,8,rq,25.6,p,co,39,48.99,33.05,31.98,32.03,24.34,23.38,19.81,15.15,8.41,9.42,9.43,co,0,n,n,n,h,f,n,3,0,n,NA
...840,42491,839,73,55,B1,2,8,rq,2.2,p,t,18.12,24.49,9.96,15.11,20.48,24.2,5.01,4.98,4.71,3.38,2.19,1.73,co,0,n,n,n,h,f,n,3,1,p3,NA
...841,42491,840,74,56,B1,2,8,rq,26.4,p,co,33.7,62.14,36.19,45.98,52.78,55.05,9.2,8.12,6.81,6.23,9.61,6.57,co,70,cr,s,n,h,f,n,1,1,po1,NA
...842,42491,841,75,57,B1,2,8,rq,17.7,p,co,32.29,64.26,38.4,41.57,38.6,20.09,8.88,9.87,9.36,6.19,4.77,6.01,co,0,n,n,n,h,f,n,2,0,n,NA
...843,42491,842,76,58,B1,2,8,rq,2.3,p,co,19.17,23.37,12.39,13.97,18.3,14.46,6.5,6.82,6.38,3.14,2.22,3.74,co,0,n,n,n,h,f,n,2,0,p2,NA
...844,42491,843,77,59,B1,2,8,rq,0.7,p,co,10.73,16.97,14.8,17,16.09,12.87,3.14,3.55,2.95,1.43,1.55,2.36,co,0,n,n,n,h,f,n,1,0,n,NA
...845,42491,844,78,60,B1,2,8,rq,0.7,p,lr,14.75,16.01,8.57,12.65,12.29,10.02,3.58,3.63,3.02,1.31,NA,1.98,co,0,n,n,n,h,f,n,2,0,p1,NA
...846,42491,845,79,61,B1,2,8,rq,0.9,p,lr,13.25,17.75,11.61,11.12,10.22,10.16,6.62,4.66,3.47,1.29,NA,2.71,co,0,n,n,n,h,f,n,2,0,n,NA
...847,42491,846,80,62,B1,2,8,rq,4,p,t,12.22,32.49,29.54,28.31,28.68,25.26,9.24,7.57,6.63,5.53,3.59,4.68,co,0,n,n,n,h,f,n,1,0,n,NA
...848,42491,847,81,1,B1,2,9,rq,5.4,p,co,21.07,35.25,25.58,31.87,33.98,25.2,9.77,8.04,6.03,2.73,2.55,3.66,co,0,n,n,n,h,f,n,1,0,n,NA
...849,42491,848,82,2,B1,2,9,rq,22.1,p,lr,46.1,48.97,19.83,32.54,38.82,26.97,8.91,9.4,9.15,4.96,NA,6.83,co,40,cl,s,n,h,f,n,1,0,n,NA
...850,42491,849,83,3,B1,2,9,rq,21.6,p,co,35.39,61.94,43.75,42.63,44.08,30.11,5.04,7.89,9.05,6.31,2.54,4.21,co,NA,n,n,n,h,f,n,5,2,p2,NA
...851,42491,850,84,4,B1,2,9,rq,17.4,p,lr,44.8,49.22,18.76,22.3,29.33,21.54,12.2,8.54,9.53,7.77,NA,2.9299999999999997,co,0,n,n,n,h,f,n,2,1,p1,NA
...852,42491,851,85,5,B1,2,9,rq,60.2,p,co,43.2,64.09,46.79,47.39,50.18,43.77,9.97,13.45,13.05,12.43,16.68,9.49,co,50,crdi,s,n,h,f,n,4,2,p2,NA
...853,42491,852,86,6,B1,2,9,rq,14.5,p,co,43.94,46.65,35.73,40.45,36.18,28.81,5.2,4.78,6.44,6.69,3.98,5.470000000000001,co,20,cr,s,n,h,f,n,3,0,n,NA
...854,42491,853,87,7,B1,2,9,rq,9,p,co,32.75,48.37,21.74,19.92,18.03,12.22,11.42,11.6,11.14,9.61,4.42,6.54,co,0,n,n,n,h,f,n,2,0,p2,NA
...855,42491,854,88,8,B1,2,9,rq,7.4,p,t,17.92,38.59,31.92,28.32,22.99,13.16,5.13,5.73,6.57,6.9,6.6,3.4899999999999998,co,0,n,n,n,h,s,n,3,1,p2,NA
...856,42491,855,89,9,B1,2,9,rq,32.9,p,co,45.02,49.55,25.67,33.62,38.03,32.68,9.05,13.71,14.16,9.45,10.870000000000001,14.04,co,30,cl,s,n,h,f,o,5,1,po3,NA
...857,42491,856,90,10,B1,2,9,rq,7.2,p,lr,32.25,35.76,19.57,22.72,24.34,19.5,7.09,6.57,6.68,2,NA,3.59,co,80,cl,s,n,h,f,n,1,0,n,NA
...858,42491,857,91,11,B1,2,9,rq,1.1,p,co,19.27,20.29,7.7,10.3,11.44,8.79,1.77,4.52,3.57,2.71,1.7,1.93,co,0,n,n,n,h,f,n,2,0,p1m1,NA
...859,42491,858,92,12,B1,2,9,rq,5.3,p,co,34.25,35.37,13.07,15.8,21.91,14.86,3.97,5.46,6.53,6.02,4.04,4.67,co,0,n,n,n,h,f,n,2,0,n,NA
...860,42491,859,93,13,B1,2,9,rq,6.3,p,t,12.33,47.2,29.72,25.64,19.65,17.51,8.82,7.39,7.37,4.91,4.39,5.07,co,0,n,n,n,h,f,n,3,2,p2,NA
...861,42491,860,94,14,B1,2,9,rq,1.7,p,co,14.77,28.78,20.08,24.22,19.57,16.58,3.83,3.28,3.49,1.71,1.3800000000000001,1.86,co,0,n,n,n,h,f,n,1,1,p1,NA
...862,42491,861,95,15,B1,2,9,rq,4.1,p,t,13.63,36.49,34.7,33.58,32.9,30.07,7.65,7.05,5.78,4.8,2.55,2.4,co,0,n,n,n,h,f,n,1,1,p1,NA
...863,42491,862,96,16,B1,2,9,rq,0.8,p,ll,21.5,22.3,9.07,10.35,11.31,10.34,2.2,2.43,2.75,2.05,1.5,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...864,42491,863,97,17,B1,2,9,rq,3,p,co,23.54,34.34,18.68,22.75,32.38,28.21,4.04,4.52,3.79,2.04,1.9,2.18,co,0,n,n,n,h,f,n,3,1,p3,NA
...865,42491,864,98,18,B1,2,9,rq,2.3,p,t,16.31,23.14,17.25,19.17,22.31,19.76,5.14,6.1,5.01,2.87,2.07,1.85,co,0,n,n,n,h,f,n,1,0,n,NA
...866,42491,865,99,19,B1,2,9,rq,3.1,p,lr,14.53,25.39,21.68,21.41,17.88,15.83,9.11,7.22,5.81,3.92,NA,3.36,co,0,n,n,n,h,f,n,3,1,p1,NA
...867,42491,866,100,20,B1,2,9,rq,2,p,t,12.59,27.08,18.81,21.39,23.96,26.49,5.67,5.68,4.6,3.54,1.74,1.47,co,0,n,n,n,h,f,n,2,0,p2,NA
...868,42491,867,101,21,B1,2,9,rq,2.2,p,t,15.64,25.13,13.58,18.53,21.14,16.33,3.54,4.45,4.38,4,2.72,3.3,co,0,n,n,n,h,f,n,2,0,p1,NA
...869,42491,868,102,22,B1,2,9,rq,3.1,p,co,23.75,35.25,19.8,22.09,22.57,30.57,5.25,5.48,4.83,2.36,1.9,2.4899999999999998,co,0,n,n,n,h,f,n,3,0,p2,NA
...870,42491,869,103,23,B1,2,9,rq,0.4,p,lr,15.59,19.25,10.41,8.2,8.09,5.6,2.59,2.03,2.16,1.75,NA,1.73,co,0,n,n,n,h,f,n,1,0,n,NA
...871,42491,870,104,24,B1,2,9,rq,0.9,p,ll,12.39,15.64,13.73,10.8,9.64,8.4,5.82,5.32,4.53,2.74,1.41,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...872,42491,871,105,25,B1,2,9,rq,3.3,p,co,19.3,30.06,21.34,25.43,25.11,24.96,5.6,5.95,4.27,3.02,1.86,1.52,co,0,n,n,n,h,f,n,3,0,p3,NA
...873,42491,872,106,26,B1,2,9,rq,25.4,p,t,31.39,46.13,29.61,34.84,34.64,28.47,5.35,10.18,12.74,12.07,9.239999999999998,13.639999999999999,co,30,cl,s,m,h,f,o,3,2,p2,NA
...874,42491,873,107,27,B1,2,9,rq,0.8,p,ll,17.09,18.3,9.82,9.34,9.09,7.73,4.08,4.38,3.29,2.17,1.1399999999999997,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...875,42491,874,108,28,B1,2,9,rq,2.7,p,co,20.04,30.89,13.64,19.46,19.64,15.26,2.07,3.2,4.67,3.44,3.67,4.06,co,0,n,n,n,h,f,o,2,1,p1,NA
...876,42491,875,109,29,B1,2,9,rq,4,p,t,19.28,32.98,19.05,24.47,21.85,14.43,4.26,5.06,4.67,3.24,2.53,2.42,co,0,n,n,n,h,f,n,1,0,n,NA
...877,42491,876,110,30,B1,2,9,rq,5.3,p,ll,25.13,29.6,21.26,22.92,23.29,21.16,6.7,6,5.53,4.86,3.25,NA,co,0,n,n,n,h,f,n,2,0,n,NA
...878,42491,877,111,31,B1,2,9,rq,1.6,p,co,8.8,26.63,25.01,24.72,20.25,13.48,5.8,5.51,5.41,4,2.4,2.51,co,0,n,n,n,h,f,n,1,0,n,NA
...879,42492,878,1,32,B1,2,9,rq,1.4,p,co,25.48,28.64,5.84,13.02,20.62,17.93,2.14,4.57,4.56,2.05,3.8699999999999997,4.76,co,0,n,n,n,h,f,n,3,1,p1,NA
...880,42492,879,2,33,B1,2,9,rq,4.6,p,ll,21.32,24.04,14.69,13.57,9.53,5.72,5.07,5.6,4.65,1.56,1.81,NA,co,0,n,n,n,h,f,n,1,1,p1,NA
...881,42492,880,3,34,B1,2,9,rq,3.7,p,co,21.94,32.89,15.3,21.68,24.91,32.87,6.23,5.65,5.13,2.51,1.76,2.61,co,10,cl,s,n,h,f,n,1,0,n,NA
...882,42492,881,4,35,B1,2,9,rq,1.2,p,co,20.75,23.94,18.26,15.85,13.53,8.87,1.5,2.17,2.38,2.66,1.6400000000000001,1.49,co,0,n,n,n,h,f,n,1,1,p1,NA
...883,42492,882,5,36,B1,2,9,rq,8,p,co,26.05,40.04,28.6,35.5,37.37,29.94,5.46,6.27,6.82,2.47,3.3499999999999996,2.9499999999999997,co,0,n,n,n,h,f,o,5,2,p3,NA
